file_path,true_label_idx,pred_label_idx,confidence,true_label_name,pred_label_name
data/train/84/inat_obs32057267_photo50240519.jpg,182,138,0.9993036985397339,84,43
data/train/84/inat_obs249303107_photo445628265.jpg,182,125,0.9980490207672119,84,31
data/train/21/inat_obs85982144_photo141558653.jpeg,114,142,0.9973968267440796,21,47
data/train/38/inat_obs134889409_photo229994839.jpeg,132,128,0.997245192527771,38,34
data/train/145/inat_obs284334318_photo510981385.jpg,49,44,0.9933791160583496,145,14
data/train/65/03f42d03bc8286cfd6061aabc0a34e28037115cb.jpg,162,89,0.9930770397186279,65,181
data/train/111/9533c6b337f5772cd63d6fc8f1079b37820b936a.jpg,14,189,0.9917168021202087,111,90
data/train/192/inat_obs155899063_photo269528015.jpg,101,181,0.9912350177764893,192,83
data/train/193/inat_obs155899063_photo269528015.jpg,102,181,0.9912350177764893,193,83
data/train/109/inat_obs45921200_photo75581092.jpg,11,146,0.9900062680244446,109,50
data/train/80/inat_obs12169871_photo17471529.jpg,179,136,0.9890561103820801,80,41
data/train/181/inat_obs190323397_photo333610673.jpeg,89,125,0.9887866377830505,181,31
data/train/84/inat_obs55754431_photo88800385.jpeg,182,138,0.9883922934532166,84,43
data/train/198/inat_obs37977359_photo61235811.jpeg,107,8,0.9867080450057983,198,106
data/train/146/60b6984a3af0fd4b8eaa8db7ab49b008d1ed4399.jpg,50,91,0.9862490296363831,146,183
data/train/53/inat_obs244929473_photo436980584.jpeg,149,71,0.9833963513374329,53,165
data/train/120/inat_obs290500496_photo522601540.jpg,24,71,0.9822132587432861,120,165
data/train/53/inat_obs18053155_photo27603321.jpg,149,71,0.981298565864563,53,165
data/train/95/inat_obs62205226_photo99634814.jpg,193,128,0.9802290201187134,95,34
data/train/105/inat_obs67170520_photo108458274.jpeg,7,34,0.9794715642929077,105,130
data/train/17/inat_obs88282732_photo146212204.jpg,76,134,0.9794146418571472,17,4
data/train/90/inat_obs18522674_photo28333286.jpg,189,47,0.9774788618087769,90,143
data/train/23/inat_obs253793484_photo454497294.jpeg,116,125,0.9767802357673645,23,31
data/train/183/inat_obs241735683_photo430867202.jpeg,91,5,0.9744231104850769,183,103
data/train/170/inat_obs276132467_photo495960883.jpeg,77,75,0.9730227589607239,170,169
data/train/109/inat_obs45921200_photo72831153.jpg,11,146,0.9714268445968628,109,50
data/train/17/inat_obs276348784_photo496298046.jpg,76,145,0.9690342545509338,17,5
data/train/185/03ef487df0a53b76b7e46028ceeac7d77c70dd37.jpg,93,181,0.9667953848838806,185,83
data/train/84/inat_obs73347627_photo120710387.jpg,182,79,0.9663073420524597,84,172
data/train/97/inat_obs13436805_photo19718982.jpeg,195,93,0.965589165687561,97,185
data/train/28/inat_obs145347686_photo249653947.jpeg,121,136,0.9648599028587341,28,41
data/train/19/inat_obs17127076_photo25941420.jpg,98,54,0.9645959734916687,19,15
data/train/46/inat_obs266532528_photo478904117.jpg,141,110,0.9642848372459412,46,20
data/train/190/ccc46313b6776fcc4958dba1788efc6adfde6334.jpg,99,51,0.9633568525314331,190,147
data/train/170/inat_obs276132467_photo495960543.jpeg,77,75,0.9601472616195679,170,169
data/train/198/inat_obs32771569_photo51423857.jpg,107,8,0.9570156931877136,198,106
data/train/19/inat_obs100286844_photo167360610.jpg,98,118,0.9561418294906616,19,25
data/train/36/inat_obs314268827_photo567618073.jpg,130,6,0.9559195637702942,36,104
data/train/84/inat_obs103478032_photo173192787.jpeg,182,190,0.952544093132019,84,91
data/train/26/inat_obs242129874_photo431627165.jpeg,119,120,0.9462178349494934,26,27
data/train/166/inat_obs197659164_photo348109167.jpeg,72,140,0.9450045824050903,166,45
data/train/90/090-4-1Y.jpg,189,3,0.9444888234138489,90,101
data/train/84/inat_obs249303107_photo445628205.jpg,182,125,0.9434310793876648,84,31
data/train/21/inat_obs80025778_photo131121167.jpeg,114,142,0.9425906538963318,21,47
data/train/118/0bdb443194d300d55cafca84ae5180ef5bf2c715.jpg,21,194,0.9425835609436035,118,96
data/train/1/inat_obs258803513_photo464428717.jpeg,0,90,0.9423328042030334,1,182
data/train/115/inat_obs146328086_photo251548988.jpeg,18,122,0.9417012929916382,115,29
data/train/190/inat_obs191902072_photo336769467.jpg,99,25,0.9411047697067261,190,121
data/train/147/inat_obs192959766_photo338861786.jpg,51,8,0.9394452571868896,147,106
data/train/172/inat_obs169428382_photo293734528.jpg,79,136,0.9389928579330444,172,41
data/train/185/inat_obs96508619_photo160340891.jpg,93,164,0.93894362449646,185,67
data/train/84/55b4a0183a5d2071ff4702181ad36ff6b32ddbb0.jpg,182,189,0.9363322257995605,84,90
data/train/84/inat_obs249303107_photo445628196.jpg,182,125,0.9357955455780029,84,31
data/train/21/inat_obs74763216_photo122235876.jpeg,114,93,0.9350066781044006,21,185
data/train/90/inat_obs189292978_photo331554996.jpg,189,47,0.9344008564949036,90,143
data/train/26/inat_obs92181614_photo152588321.jpeg,119,6,0.9343082308769226,26,104
data/train/143/inat_obs49059086_photo77868015.jpeg,47,44,0.9317165017127991,143,14
data/train/161/inat_obs46397551_photo73588310.jpg,67,181,0.9312272667884827,161,83
data/train/163/inat_obs42681964_photo67782356.jpeg,69,70,0.930020272731781,163,164
data/train/134/inat_obs126812935_photo215205246.jpeg,38,40,0.9273855686187744,134,136
data/train/145/inat_obs76691085_photo125432937.jpg,49,50,0.9267722964286804,145,146
data/train/18/inat_obs69466258_photo112719005.jpg,87,83,0.9247204661369324,18,176
data/train/112/inat_obs266275960_photo478406970.jpg,15,16,0.9238672256469727,112,113
data/train/12/003a6c216b4b2c4cd60078b8306023ee3bd9ea90.jpg,23,100,0.9236582517623901,12,191
data/train/109/inat_obs100337750_photo167449809.jpg,11,146,0.9217209219932556,109,50
data/train/120/inat_obs34100591_photo53626214.jpeg,24,132,0.9212843179702759,120,38
data/train/93/inat_obs243708003_photo434600339.jpg,191,50,0.9206939935684204,93,146
data/train/69/inat_obs91334488_photo151054811.jpeg,166,23,0.920610249042511,69,12
data/train/145/inat_obs101761854_photo169988300.jpg,49,83,0.9198905825614929,145,176
data/train/143/4aa3f4c1c3d65794ae383d340a2ca93f8ba32f08.jpg,47,51,0.9173865914344788,143,147
data/train/7/inat_obs121989782_photo206495141.jpeg,167,181,0.916096031665802,7,83
data/train/17/inat_obs250658483_photo448343697.jpeg,76,65,0.9151905179023743,17,16
data/train/145/inat_obs275022618_photo494285365.jpeg,49,65,0.9144619107246399,145,16
data/train/143/inat_obs49059086_photo77867968.jpeg,47,44,0.9143773913383484,143,14
data/train/118/inat_obs89061111_photo147028859.jpeg,21,115,0.911384105682373,118,22
data/train/17/inat_obs88284740_photo145642106.jpeg,76,65,0.9113590717315674,17,16
data/train/63/inat_obs162517651_photo281015179.jpg,160,159,0.9087918996810913,63,62
data/train/84/inat_obs205804945_photo365304191.jpg,182,190,0.907586395740509,84,91
data/train/46/inat_obs266532528_photo478904091.jpg,141,110,0.9070963263511658,46,20
data/train/37/inat_obs263905303_photo474178534.jpeg,131,9,0.9048519134521484,37,107
data/train/36/inat_obs238639947_photo424885463.jpeg,130,154,0.9046863317489624,36,58
data/train/198/inat_obs4743238_photo5750408.jpeg,107,8,0.902037501335144,198,106
data/train/132/inat_obs158076125_photo273236961.jpeg,36,100,0.9009127616882324,132,191
data/train/99/inat_obs298393849_photo537414391.jpg,197,128,0.9008188247680664,99,34
data/train/76/inat_obs141457715_photo242345398.jpeg,174,145,0.9007540345191956,76,5
data/train/99/inat_obs79637000_photo130453687.png,197,128,0.8995570540428162,99,34
data/train/170/inat_obs218057620_photo385832379.jpeg,77,75,0.8988099098205566,170,169
data/train/185/inat_obs79594208_photo130381835.jpg,93,163,0.8983161449432373,185,66
data/train/90/inat_obs189292978_photo331555020.jpg,189,47,0.8981913924217224,90,143
data/train/84/inat_obs70452688_photo114539011.jpeg,182,125,0.8980019688606262,84,31
data/train/81/inat_obs98646201_photo164283963.jpg,180,68,0.8974272608757019,81,162
data/train/131/inat_obs48039606_photo76204164.jpg,35,66,0.8961613774299622,131,160
data/train/21/inat_obs82389833_photo135219260.jpeg,114,142,0.8958351016044617,21,47
data/train/138/inat_obs188119672_photo329156864.jpg,42,41,0.895463228225708,138,137
data/train/8/inat_obs281280206_photo505265561.jpg,178,128,0.8954603672027588,8,34
data/train/120/inat_obs305568872_photo550956499.jpg,24,138,0.8952397108078003,120,43
data/train/26/inat_obs254585784_photo456041555.jpg,119,120,0.8942264914512634,26,27
data/train/3/inat_obs21131605_photo32662923.jpg,123,165,0.8937430381774902,3,68
data/train/37/inat_obs267864163_photo481426893.jpeg,131,132,0.8936148285865784,37,38
data/train/198/inat_obs32771569_photo51423868.jpg,107,8,0.8935220837593079,198,106
